route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7,A20130803WKD,A20130803WKD_047800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_044300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_048050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_044900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_048300_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20130803WKD,A20130803WKD_045300_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20130803WKD,A20130803WKD_048550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_045550_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_048800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_045200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_049050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_046200_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_049300_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20130803WKD,A20130803WKD_046050_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_049500_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_046600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_049700_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_046000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_049900_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_047000_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_050100_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_046700_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_050300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_047400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_050500_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_046800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_050700_7..N16R,METS - WILLETS POINT,0,,7..N16R
7X,A20130803WKD,A20130803WKD_047800_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_050900_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_047500_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_051150_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_048200_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_051350_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_047600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_051550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_048600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_051800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_048300_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_052000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_048900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_052300_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_048400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_052550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_049400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_052800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_049400_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_053050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_049900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_053300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_049600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_053550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_050400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_053800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_050400_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_054050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_050900_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_054300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_050650_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_054550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_051400_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_054800_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_051400_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_055050_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_051950_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_055350_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_051650_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_055550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_052500_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_055750_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_052450_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_056000_7..N16R,METS - WILLETS POINT,0,,7..N16R
7X,A20130803WKD,A20130803WKD_053050_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_056300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_052700_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_056500_7..N16R,METS - WILLETS POINT,0,,7..N16R
7X,A20130803WKD,A20130803WKD_053600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_056900_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_053600_7..S15R,TIMES SQ - 42 ST,1,,7..S15R
7,A20130803WKD,A20130803WKD_057150_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_054050_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_057400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_053800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_057700_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_054750_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_058000_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20130803WKD,A20130803WKD_054500_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_058300_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_055500_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_058600_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20130803WKD,A20130803WKD_055100_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_059000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_056100_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_059300_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20130803WKD,A20130803WKD_055750_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_059600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_056700_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_059900_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20130803WKD,A20130803WKD_056350_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_060200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_057350_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_060600_7..N15R,METS - WILLETS POINT,0,,7..N15R
7,A20130803WKD,A20130803WKD_057000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_061000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_058050_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_061450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_057650_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_061950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_058600_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_062450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_058400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_062950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7X,A20130803WKD,A20130803WKD_059500_7..S14R,TIMES SQ - 42 ST,1,,7..S14R
7,A20130803WKD,A20130803WKD_063450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_059300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_063950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_059800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_064450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_060300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_064950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_060800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_065450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_061300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_065950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_061800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_066450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_062300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_066950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_062800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_067450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_063300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_068000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_063800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_068600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_064400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_069200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_065000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_069800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_065600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_070400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_066200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_071000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_066800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_071600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_067400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_072200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_068000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_072800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_068600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_073400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_069200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_074000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_069800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_074600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_070400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_075200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_071000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_075800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_071600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_076400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_072200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_077000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_072800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_077600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_073400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_078200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_074000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_078800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_074600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_079400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_075200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_080000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_075800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_080600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_076400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_081200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_077000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_081800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_077600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_082400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_078200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_083000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_078800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_083600_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_079400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_084200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_080000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_084800_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_080600_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_085400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_081200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_085950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_081800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_086450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_082300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_086950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_082800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_087450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_083300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_087950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_083800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_088450_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_084300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_088950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_084800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_089450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_085300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_089950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_085800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_090450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_086300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_090950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_086900_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_091450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_087550_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_091950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_088200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_092450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_088800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_092950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_089400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_093450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_089900_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_093950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_090400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_094450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_090900_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_094950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_091400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_095450_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_091900_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_095850_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_092400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_096250_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_092850_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_096650_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_093250_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_097000_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_093650_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_097400_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_094050_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_097800_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_094450_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_098200_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_094850_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_098600_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_095250_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_099000_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_096000_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7X,A20130803WKD,A20130803WKD_099350_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_096000_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_099750_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_096400_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_100150_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_096800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_100550_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_097200_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_100950_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_098150_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20130803WKD,A20130803WKD_101350_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_097800_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_101650_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_098300_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_101950_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_098950_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7X,A20130803WKD,A20130803WKD_102250_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_099250_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20130803WKD,A20130803WKD_102500_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_098900_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_102750_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_099350_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_103000_7..N16R,METS - WILLETS POINT,0,,7..N16R
7,A20130803WKD,A20130803WKD_100000_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7X,A20130803WKD,A20130803WKD_103250_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_099850_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7,A20130803WKD,A20130803WKD_103500_7..N13R,FLUSHING - MAIN ST,0,,7..N13R
7,A20130803WKD,A20130803WKD_100100_7..S13R,TIMES SQ - 42 ST,1,,7..S13R
7X,A20130803WKD,A20130803WKD_103700_7..N14R,FLUSHING - MAIN ST,0,,7..N14R
7,A20130803WKD,A20130803WKD_100750_7..S17R,TIMES SQ - 42 ST,1,,7..S17R
7,A20130803WKD,A20130803WKD_104000_7..N16R,METS - WILLETS POINT,0,,7..N16R
